,ad_creative_bodies,ad_creative_link_descriptions,bylines,ad_creative_link_titles,ad_creative_link_captions,demographic_distribution,page_name,page_id,id,estimated_audience_size.lower_bound,estimated_audience_size.upper_bound,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound
1109,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1110,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1111,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1112,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1113,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1114,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1115,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1116,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1117,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1118,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1119,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1120,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1121,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1122,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1123,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1124,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1125,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1126,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1127,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1128,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1129,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1130,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1131,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1132,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1133,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1134,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1135,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1136,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1137,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1138,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1139,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1140,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1141,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1142,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1143,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1144,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1145,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1146,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1147,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1148,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1149,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1150,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1151,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1152,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1153,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1154,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1155,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1156,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1157,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1158,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1159,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1160,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1161,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1162,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1163,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1164,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1165,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1166,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1167,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1168,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1169,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1170,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1171,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1172,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1173,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1174,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1175,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1176,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1177,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1178,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1179,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1180,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1181,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1182,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1183,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1184,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1185,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1186,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1187,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1188,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1189,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1190,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1191,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1192,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1193,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1194,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1195,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1196,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1197,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1198,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1199,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1200,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1201,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
