,text,advertiser_name,platform,words,m_label,
277,did you know early voting begins april 25th tarrant johnson county vote mandy4misd dr amanda mandy sneed 18 year misd parent business owner employs 58 people youth nonprofit leader community volunteer i will focus on student readiness and safety mental health support achievement gaps representation teacher retention,Mandy 4 MISD,facebook,"health,student,business owner","economic,education,health",
278,ep 317 23apr22 a crisis at the border crisis a national guardsman lost their life yesterday trying to save an illegal immigrant crossing the rio grande joe biden is nowhere to be found and still hasn t addressed his utter and epic failure join me for a special weekend episode website the dum store intro music by follow us on all social media dontunfriendmeshow or thedumshow on twitter gettr border national guard veteran drowning illegal immigrants title 42,Matthew Owen Speer,facebook,"border crisis,border,immigrants,illegal immigrant,illegal immigrants",immigration,
279,in his interim charges dan patrick raises some key issues for texas retirees the senate will review inflation s impact on retiree benefits and monitor employees retirement system of texas pension reforms we hope these interim charges will set the stage for the 88th lege to give retirees a needed 13th paycheck and get us on the road to a cos of living adjustment cola,AFSCME Texas Retireess Chapter 12,facebook,"retiree,inflation","economic,social programs",
280,let s vote for a voice that wants to fight for an honest agenda of putting the people of our district first over outside special interests ev may 16 20 election day may 24 2022,Sara Stapleton Barrera for Texas Senate,facebook,no words,no topic,
281,redistricting has allowed senate district 18 to expand to grimes county a county i had the honor of representing in the texas house many many thanks for the warm welcome back from so many constituents and i am forever grateful for the gavel presented to me by midsouth electric co op member paul malek paul carved this out of very special black walnut from washington county i will use it in my next hearing on may 3 and every hearing thereafter thank you paul and thank you to our electric co ops who do a fantastic job serving our communities,Lois W. Kolkhorst Campaign,facebook,black,social and cultural,
282,kingwood texas thank you to jim robin lennon for inviting me back to kingwood tea party on monday to give an update on texas education initiatives and to answer questions related to my current role as texas victory chair for the republican party of texas texasgop kwteaparty txlege lettexasruntexas,Friends of Brandon Creighton ,facebook,education,education,
283,montgomery texas thanks to the north shore republican women for asking me to speak at their dinner last week as victory chair for the republican party of texas i know that the best way to fight against the democrats radical agenda is to elect republicans up and down the ballot in november and these women are already hard at work txlege texasgop lettexasruntexas,Friends of Brandon Creighton ,facebook,no words,no topic,
284,today we gave our full support to the jason garcia scholarship fund tragedies like jason s are unquantifiable yet big insurance spends millions of dollars on legislators to reduce the value of life the value of debilitating catastrophe and loss it s time to ensure that we take the fight to austin to make your voices heard for fair dealing and proper respect for human life,Sara Stapleton Barrera for Texas Senate,facebook,debilitating,social programs,
285,big news for seniors who live in louisiana as of march 31st 2022 texas has approved a state regulated burial program that is now available to every senior regardless of most pre existing conditions do not pay for life insurance until you know how this works if you were born prior to 1975 we can help you qualify for this affordable state regulated burial program that is designed to cover the entire cost of your final expenses up to 25 000 why leave your family with this unnecessary financial burden when we have helped thousands of local seniors qualify for this important state regulated burial program so don t wait click the learn more tab below to find out just how simple it is to qualify with our help,Americans For Hope And Progress,facebook,"pre existing,pre existing conditions",social programs,
286,congratulations to the most recent graduates of the little elm citizens fire academy and two graduates are from cross roads liz and sharon the citizens fire academy is a unique educational program designed to provide an in depth look at the inner workings of the fire department the free 10 week program teaches participants fire safety for the home and workplace plus hand on experience in emergency operations you will even have the opportunity to ride out on emergency calls with firefighters cross roads residents qualify to participate in this program with little elm as our fire ems provider,T Lynn Tompkins Jr.,facebook,graduates,social programs,
287,atencion residentes de texas el estado de texas ha aprobado un programa para gastos funebres a bajo costo este programa le puede ayudar a cubrir 100 de sus gastos funebres y finales hasta 35 000 por favor presione en aprenda mas para obtener mas información learn more abajo planes a bajo costo sin examenes medicos cobertura desde el 1er dia,,facebook,no words,no topic,
288,mo nehad of the texas backyard has a conversation on faith and peaceful coexistence with david hamilton david is a candidate for fort bend isd board,Mohammed Nehad Abdulhameed,facebook,no words,no topic,
289,keep our tax dollars at home,Restaurant & Beverage Alliance of Texas,facebook,tax,economic,
290,today we made the arguments for the people out there struggling to make a living for all the voices that have not been heard in years and for those ready to take our fight to austin for reform and equal support for the people of south texas,Sara Stapleton Barrera for Texas Senate,facebook,no words,no topic,
291,thank you cbs austin and woai news 4 broadcasting station for once again hosting us in the national townhall entitled crisis in the classroom with armstrong williams great solution based discussion on curricula that is needed to build and heal communities and our nation be the miracle,Brandon Keith Graham,facebook,curricula,social programs,
292,i want to talk about stress and mental health as a law enforcement officer and cancer survivor i am no stranger to struggle these two groups of people have one of the highest rates of mental health issues with occurrences of tragedy such as suicide increasing at an alarming rate this week alone i lost two people in my life to both physical and mental health complications one was a friend battling cancer and the other was a local police officer and ex colleague who took his own life both losses hurt immensely it is rare that a tough situation is really as bad as we make it out to be in our own heads i know it s easier said than done but we need to focus on what we know not the unknown as strong as my public image appears even i have a hard time doing this but we cannot allow the unknown to steal our joy or create unnecessary stress we cannot hang around in the what if scenarios or allow ourselves to be caught up in the symptoms when we need to biopsy the issue to get the real cause of the problem we must choose a course of action that allows us to not just cope but find peace and happiness never forget that whatever mountain you are struggling to climb can be surmounted whether it be mental or physical before making a rash decision lean on those in your life who truly care because you do not want to make a permanent decision based on a temporary situation i know first hand what it is like to struggle with these issues and rely on my support system for counsel compassion and fellowship i can do the same for all of you please remember i am just a phone call away and together we can seek out a brighter day,WILLIE FOR TEXAS,facebook,"law,health,police,suicide,enforcement officer,cancer survivor,police officer","governance,health,safety,social programs",
293,i am endorsing greg gaalema and mady killfoil for cross roads town council please see their campaign profiles below to learn about their experience and plans to keep building our future together,T Lynn Tompkins Jr.,facebook,no words,no topic,
294,fiscal responsibility in action cross roads continues to exceed revenue expectations with a 17 4 increase in april 2022 for 2022 expenses are 11 5 under what was budgeted to spend by march 31st excess revenue over expenditures is 716 658 last of all the 2021 audited financial report shows cross roads ending the year with 1 525 253 in revenue over expenditures how does that equal runaway spending as alleged by my opponent s campaign,T Lynn Tompkins Jr.,facebook,no words,no topic,
295,shelley is a proud patriot who will defend our conservative values and fight back against the radical progressive agenda,Shelley Barineau Campaign,facebook,no words,no topic,
296,less talk more action secure our border now,Taylor Mondick,facebook,border,immigration,
297,wanna learn more about the harlandaleisd bond every day next week we bring you an in depth episode explain each aspect of it we go behind the scenes of harlandale to see for ourselves what needs fixing as always we ask the tough questions you wanted answered staytuned,La Prensa Texas,facebook,no words,no topic,
298,calling all filipinos in houston join us this saturday in alief amity park for a gathering for hope democracy and say howde to leni kiko for more info call archie at 832 541 1744 or any of the numbers below see you there kulayrosasangtexas,Sunee Kate Murcia Quirante,facebook,no words,no topic,
299,market volatility the fed s new hawkishness and the threat of a long conflict in ukraine,TARM HOLDINGS LLC,facebook,"ukraine,fed","economic,foreign policy",
300,historic border disaster in the making e3 66 a historic border disaster is just weeks away and an elected official predicts that by the end of biden s presidency an estimated 20 of the u s population will be in the country illegally trish looks at the economic complications plus wholesale prices now the highest in history proving inflation is not going away today s links there has never been a better time to invest in gold go to legacypminvestments com for more,TARM HOLDINGS LLC,facebook,"country illegally,border,inflation,economic","economic,immigration",
301,property in cy fair is in high demand budgets increase with demand if you compare 2021 to 2018 the cy fair fire department has seen a 34 increase in 911 call volume has increased the number of staffed shifts per day by 63 has increased the number of staffed stations from 8 to 13 still has the lowest esd tax rate in harris county low esd taxes meets the needs of the community with more manned stations and shifts experience and results matter in public safety vote 237 on may 7 early voting starts monday april 25,Vote 237 for ESD 9,facebook,"taxes,tax,tax rate,public safety","economic,safety",
302,packed house at wilshire baptist church in dallas tonight learning the real story behind the slanderous crt and pornography attack on our dedicated public school teachers faith leaders all over texas standing strong for txed,Pastors For Children,facebook,"school,teachers",education,
303,thank you to the garcia family of san benito for hosting us in your beautiful home a growing group of dedicated citizens have expressed a definite desire to organize and take action against public corruption and we are ready to take that fight to austin by closing the loop holes that allow for politicians to sit back and get rich off the tax payers while ignoring the people,Sara Stapleton Barrera for Texas Senate,facebook,"corruption,tax","economic,governance",
304,thank you to the progress times brick fire and chik fil a sharyland for having today s meet the candidates forum for the council race in mission moyforplace1 takingcareofbusiness,Moises Iglesias,facebook,no words,no topic,
305,before you vote please listen as i share the inspiration i have drawn from galveston s historic past and my vision for galveston s bright future if you believe as i do that we need to move galveston forward while remaining true to our roots i ask for your support and your vote thank you galveston and god bless you,Craig Brown for Mayor,facebook,no words,no topic,
306,i am proud to be an american and even more proud to be a west texan i would be honored to serve as lubbock s next mayor,Gulrez Khan for Lubbock Mayor - 2022 Campaign,facebook,no words,no topic,
307,product brand,Gulrez Khan for Lubbock Mayor - 2022 Campaign,facebook,no words,no topic,
308,if god forbid we have another covid 19 crisis in lubbock we need a mayor with over ten years of healthcare management experience i promise to ensure access to life saving medications for our citizens,Gulrez Khan for Lubbock Mayor - 2022 Campaign,facebook,"healthcare,covid,covid 19","covid,health",
309,thank you to trino medina for your support and the invite to your loteria fundraiser in alamo texas,Sara Stapleton Barrera for Texas Senate,facebook,no words,no topic,
310,as a very involved parent i understand the crucial role parents play in their children s education ross4bisd,Jared Ross for Birdville ISD Board of Trustees,facebook,education,education,
311,five days that s all we have to stop the execution of melissa lucio for a crime that never occurred please take one minute out of your day to contact gov greg abbott and urge him to intervene 956 446 2866 then share this link with your friends and ask them to join the fight too,"INNOCENCE PROJECT, INC., THE",facebook,no words,no topic,
312,at a company wide meeting with staffers disney leadership announced that it is planning to take action against texas for the state s order to investigate trans medical procedures on children as child abuse shapiro weighs in,The Daily Wire,facebook,trans medical procedures,social and cultural,
313,please join me in prayer for the family of the texas army national guard soldier who has gone missing and is presumed drowned today in the rio grande he was trying to rescue illegal immigrants struggling in the river as they crossed the border god bless our men and women in uniform as they risk their lives to keep us safe,Tan Parker Campaign,facebook,"border,immigrants,illegal immigrants",immigration,
314,houston county news texas rancher fights back as state plans to kill 500 penned deer install news app trusted by millions to stay informed of latest houston county local news,,facebook,deer,safety,
315,travis county news as texas home values skyrocket state officials wrestle with how to slow property tax increases install news app trusted by millions to stay informed of latest travis county local news,,facebook,tax,economic,
316,austin county tx news austin county commissioners court april 11 2022,,facebook,no words,no topic,
317,as i ve been fighting for california in the senate for years i ll fight for you as governor too if you are fed up with the failed leadership that is destroying california join my fight to get california back on track i ll fight to reverse policies that foolishly released thousands of criminals from prison and put them back in our neighborhoods count on me to repeal laws that allow thugs to rob and steal without being held accountable the state has spent billions on the homeless but california s problem is worse than ever count on me to clean up the mess californians pay the highest rents and gas tax in the country electricity rates are among the highest in the nation the high cost of living in california places a huge burden on working people and retirees it is nearly impossible for young people to buy a home i will fight to make california affordable for families the state wasted billions on fraudulent unemployment benefits millions were scammed by criminals housed in state prisons yet hard working honest people forced out of jobs by covid 19 shutdowns had to wait months for help isn t it time to hold the administration accountable i m a business owner and farmer who will crack down on crime fix the homeless problem and get taxes down i ll fight to return billions in surplus tax dollars to the taxpayers and not waste it on more mismanaged failed programs join my fight to fix california,Brian Dahle for Governor 2022,facebook,"tax,taxpayers,covid,laws,covid 19,surplus,fed,jobs,taxes,cost of living,business owner,homeless,prison","covid,economic,governance,safety,social programs",
318,fisd board of trustees place 3 candidates have a frank and open discussion on the issues facing the district,Star Patriots,facebook,no words,no topic,
319,jessica s education experience and community involvement help make her the best choice for district 1 watch more to see who jessica is up against,Texans for Stronger Schools,facebook,education,education,
320,what exactly is the visitors tax county judge eddie treviño explains no more traveling outside of cameron county to attend your favorite concerts or events it s time to bring them to us venue benefits include more jobs concerts events local revenue and it will be funded by the hotel visitors tax let s make it a reality vote for the arena early voting april 25th may 3rd voting day may 7th itsourtime read more,Imagine It Studios,facebook,"tax,jobs",economic,
321,join craig brown sharon lewis leon phillips the occ neighborhood assc and g i v e r s on april 25th from 5 30 to 7pm to meet your mayoral candidates we look forward to seeing you all there,Craig Brown for Mayor,facebook,no words,no topic,
322,today on earthday i m proud to be a climate cabinet endorse candidate i m the only candidate in hd67 that is committed to bold climate action and addressing environmental justice in my community the time to address the climate crisis is now,KEVIN MORRIS FOR HD67,facebook,"earthday,climate,climate crisis",environment,
323,my husband jeff and i met at texas tech where we were both studying landscape architecture the landscape company we started together in our garage has fed our family and countless others over 30 years all in the understanding that people need to enjoy their own patch of green space we have been blessed beyond measure for these opportunities happy earth day,Kronda Thimesch Campaign ,facebook,fed,economic,
324,russ ford has the background in infrastructure and construction to bring us into the 21st century russ knows how things work outside the city limits and is willing to protect the rights of all he serves russ is a man of impeccable character a relentless advocate for the equal treatment and rights of all constituents regardless of where they are in the county russ is not afraid to fight for what is right for the greater good of the community in which he lives and serves billie boyd,Russ Ford Campaign,facebook,no words,no topic,
325,american families are paying the price for texas gov greg abbott s horrendous failures his truck inspection policy at the u s mexican border stalled trade jacked up inflation and cost us billions through supply chain delays and food price hikes donate 7 to help texas dems defeat greg abbott and end his failed administration,Texas Democratic Party,facebook,"border,inflation,donate","donation,economic,immigration",
326,with my experience as a government lawyer i will work for you to improve our city i will do so with the same integrity and honor i have served the great state of texas and cameron county www votedaniellopez com votedaniellopez betterharlingen paratodos experience harlingen heartofharlingen lopez4district2,Daniel Lopez for District 2 City Commissioner,facebook,no words,no topic,
327,for those of you who know terri pantuso you know she is a woman of her word so when terri said russ ford is a man of integrity intellect and fairness he listens to all sides of an issue before taking a stand we were understandably quite proud thank you terri we truly appreciate your kind words read terri and other endorsers comments in full here,Russ Ford Campaign,facebook,no words,no topic,
328,on this week s tal update communications director amy o donnell and viable actress gisele gathings discuss the play s upcoming showing in austin and her role as judy in the production we invite you to listen in and come out to watch this powerful one act play in a dinner theater setting tomorrow in austin there are a limited number of seats left please email embrace4texas gmail com or call 512 262 9937 to sign up to attend for those in houston there s a showing tonight get that info as well as other location information at,"Texas Alliance for Life, Inc.",facebook,no words,no topic,
329,breaking news america first legal texas file new lawsuit to stop the termination of title 42,America First Legal Foundation,facebook,no words,no topic,
330,since 1999 no state has added more renewable energy to its grid than texas aided by more than 24 billion of federal state and local subsidies according to the energy alliance texas politicians have continually upped the bid for renewables author robert bryce said texas is making its decisions based more with political motives than sound economic judgments,Franklin Archer,facebook,"renewables,renewable energy,renewable,subsidies,economic","economic,environment",
331,texas house speaker dade phelan has issued interim charges for the ways and means committee that include instructions to study the impact of not renewing the corporate subsidy program known as chapter 313 chapter 313 was not reauthorized during the last legislative session but may be seeing new life with phelan s directive,Franklin Archer,facebook,subsidy,social programs,
332,sign up for reminders free event be ready to protest your taxes trish deberry for bexar county judge is hosting a in person townhall and live stream seminar with tax protest expert michael berlanga signup below in person at 5590 summit parkway and live on the brockcast the agenda to beat your tax bill learn the basics of the appraisal process know our property tax rights how to successfully protest your tax value how to use arbitration without an attorney get your paperwork and proof sources ready it s all about being educated knowing the process and being prepared join trish michael and the brockcast team as we teach the tactics location 5590 summit parkway san antonio texas 78229 saulo rodriguez saulo alonso rodriguez,Gregory Vern Brockhouse,facebook,"taxes,tax",economic,
333,ahorra dinero en los altos precios de gasolina con estas opciones,"Wise Rock Media, PBC",facebook,no words,no topic,save money on high gas prices with these options
334,i m honored to be endorsed by the san antonio police officers association my support to stand by the police has not gone unnoticed and i will continue to fight and oppose all efforts to defund our police backtheblue,ELISA CHAN CAMPAIGN,facebook,"police officers,police,officers",safety,
335,republican candidate chris taylor cares about kendall county and its natural resources a vote for him will secure a continued effort to keep kendall county s natural resources protected for generations to come,Chris Taylor for Kendall County Judge,facebook,natural resources,environment,
336,happy earth day today we celebrate the vast biodiversity of the planet we share on behalf of the national ocean service here are some ways you can actively take part in helping our earth strongertogether txlege lamantiafor27 earthdayeveryday earthday2022,Morgan LaMantia for State Senate Campaign,facebook,no words,no topic,
337,more nasty attack mailers from the kris drees for birdville isd campaign hard to imagine people chose this guy to be in charge of childrens education,Quad Cities Democrats MPAC,facebook,education,education,
338,𝐓𝐗 𝐏𝐎𝐋𝐋𝐈𝐍𝐆 𝐔𝐏𝐃𝐀𝐓𝐄 greg abbott is promising to win the latino vote but polls paint another picture new data shows latinos are ready to give abbott the boot this november but we need you on the team to get the job done click here to join the movement today,Texas Democratic Party,facebook,"latino,latinos",social and cultural,
339,a grand prize total of 10 000 towards their business meet the top 6 finalists for our round rock public library business plan competition,City of Round Rock,facebook,no words,no topic,
340,𝐓𝐗 𝐏𝐎𝐋𝐋𝐈𝐍𝐆 𝐔𝐏𝐃𝐀𝐓𝐄 greg abbott is promising to win the latino vote but polls paint another picture new data shows latinos are ready to give abbott the boot this november but we need your help to get the job done pitch in to help us flip texas blue today,Texas Democratic Party,facebook,"latino,latinos",social and cultural,
341,victor perez is the pro freedom candidate we need fighting for parents rights in our classrooms to learn more about victor visit victorperezforkatyisd com early voting starts april 25th for katy isd school board so make your plan to vote today,Freedom Foundation of Texas PAC,facebook,"pro freedom,classrooms,school","education,governance",
342,molina healthcare of texas and medarrive partner to provide in home health care services for vulnerable members,The MolinaCares Accord,facebook,"health care,health,healthcare",health,
343,is earth day for hypocrites check out this encouraging word from pastor bunjee garrett,Calvary South Austin,facebook,no words,no topic,
344,the gop is trying to suppress our votes to stay in power but we know our democracy works best when everyone is given a voice join us in the fight to protect everyone s right to vote sign up today,Stand Up America,facebook,right to vote,governance,
345,eric bowlin is the strongest conservative candidate for collin county and is the only candidate who will pass the priorities we need to protect our liberties and values eric has my complete support i look forward to working with eric to secure our border protect medical freedom fight for energy independence and pass our legislative priorities next year txlege bowlinfortexas trueconservative,The Eric Bowlin Campaign ,facebook,"border,energy independence","environment,immigration",
346,in this month s episode of the rundown executive director ware wendell updates the public on storm scams patient safety worker safety during the pandemic and a resource that may help you lower sky high medical bills be sure to check out the links provided below,TEXAS WATCH,facebook,pandemic,covid,
347,port aransas community theatre has opened audition applications for the laramie project which will be held in person at 7pm on april 24th and 25th with an online option available for select roles performances will be held june 9th 12th as part of the pride corpus christi event lineup,"The Mosaic Project of South Texas, Inc.",facebook,no words,no topic,
348,i was put up for adoption as a baby and my experience made me realize how important it is to give every child a chance at life as a father i cherish time spent with my family as state representative i will always support protecting the unborn,Frazier for Texas Campaign,facebook,unborn,social and cultural,
349,i was a college athlete and valued my experience and the opportunity to earn scholarship in recent months i have seen instances of unfair and forced competition in collegiate athletics and as state representative i will protect female athletes by banning biological men from competing against women it s important to support bills such as hb 25 which requires student athletes who compete in interscholastic competition to play on sports teams that correspond with the sex listed on their birth certificate we fought so hard to develop opportunities for female athletes to compete and we must do better to protect those opportunities,Jamee Jolly Campaign,facebook,"student,college,birth certificate,sex","education,immigration,social and cultural",
350,i am so honored to have the full support of senator ted cruz senator cruz is a champion for conservative values and a fighter for the people of texas i am blessed to have his earned his endorsement bowlinfortexas txlege keeptexasred,The Eric Bowlin Campaign ,facebook,no words,no topic,
351,plano city council members anthony ricciardelli for plano and rick for plano have been strong fighters for plano i am incredibly proud to have their support and look forward to working with them to advance collin county conservative values as your next state representative bowlinfortexas,The Eric Bowlin Campaign ,facebook,no words,no topic,
352,beneficios 2020 es un placer para nosotros anunciarles el nuevo programa para gastos finales que ya está disponible miles de personas a nivel nacional ya han aprovechado este programa que puede pagar hasta 35 000 por cada persona que está cubierta este plan fue diseñado para ayudar a pagar gastos no cubiertos por otros planes,,facebook,no words,no topic,
353,beneficios es un placer para nosotros anunciarles el nuevo programa para gastos finales que ya está disponible miles de personas a nivel nacional ya han aprovechado este programa que puede pagar hasta 35 000 por cada persona que está cubierta este plan fue diseñado para ayudar a pagar gastos no cubiertos por otros planes,,facebook,no words,no topic,
354,happy friday we are 3 days away from the start of early voting the days times and mission polling locations are shown for convenience you can also vote at any hidalgo county polling location which are also shown i am ready to serve 4 more years but i can t do it alone i humbly ask for your support and vote don t let mission regress let s continue the progress together i ask that you please choose 3 on the ballot armando doc o caña 4moreyears docwinsmissionwins letscontinuetheprogresstogether missionfirst missionproud missionismyvision,Veronica Inez O'Caña,facebook,no words,no topic,
355,just a quick note of thanks to the heroic men and women of our border patrol for their continued sacrifices and determination to protect our country from evil drug cartels and human traffickers who are driving poison into our communities and waves of mass illegal immigration across our borders the courage and resilience of our border patrol is beyond commendable especially as they wage a daily struggle to protect america despite how they are attacked lied about and handcuffed by the biden administration and the radicals who control congress to the men and women of cbp ice and dps we thank you lift you up in our prayers and solemnly pledge help is coming this november hold the line as best you can we are with you thank you national border patrol council and texas department of public safety,BETH VAN DUYNE FOR CONGRESS,facebook,"radicals,public safety,border,immigration,borders,illegal immigration","immigration,safety,social and cultural",
356,,Mike Olcott,facebook,no words,no topic,
357,thank you to palio s pizza cafe cross roads for hosting the us380 east ground breaking ceremony on monday april 18th and to denton county commissioners ryan williams and bobbie mitchell as previously announced in town council meetings cross roads is working with denton county officials to have some our our roads included in the upcoming denton county bond program,T Lynn Tompkins Jr.,facebook,no words,no topic,
358,this earthday we re cutting the fluff and getting straight to the facts from 2011 to 2020 methane intensity has been reduced by nearly 70 in the permian basin flaring intensity in texas has decreased by 71 from june 2019 to may 2021 in collaboration with academia oil and gas companies are investing in carbon capture technology we recognize that there is still work to be done but our producers will never shy away from it as domestic energy needs increase texans will continue to find the safest ways to provide clean energy learn more,Texans for Natural Gas,facebook,"methane,earthday,carbon",environment,
359,from abortion rights to qualified immunity the shadow docket and of course the historic nomination of judge ketanji brown jackson to the supreme court there is much to discuss as the justices enter this term s home stretch don t miss thiss panel discussion introduced by cac president elizabeth wydra and moderated by bloomberg news supreme court reporter greg stohr stohr will lead an all star panel featuring the executive director of the macarthur justice center amir ali berkeley law professor khiara bridges cac chief counsel brianne gorod and university of texas school of law professor stephen vladeck rsvp to watch 4 28 1 pm et,Constitutional Accountability Center,facebook,"law,supreme court,school,abortion,justices","education,governance,health,social and cultural",
360,support david slattery as he runs for spring branch isd school board trustee position 7,David Slattery - Slattery for SBISD,facebook,school,education,
361,high density development how did we get here the development train is coming full speed and the cities in rockwall county have been hog tied to the tracks it seems a little melodramatic but this is the position we find ourselves in how exactly did we get here the connections and overlaps between city county and state power create a delicate ecosystem where balance is crucial to the stability of all cities have mechanisms in place to control development within their borders and the ability to annex lands not yet incorporated was an important tool to prevent huge developments with the ability to overwhelm current infrastructure roads schools and public safety from going up in the unincorporated land outside the cities control in 2019 the texas state legislature house bill 347 took away the cities ability to annex and that change has upset the balance in some very big ways every council member i know myself included along with every mayor from every city in rockwall county could see what such a change would mean and worked to try and stop it from happening these leaders engaged our state legislators and many mayors travelled to austin to testify i and others begged david sweet to join the fight to protect the balance that benefits us all he was uninterested now the cities must rely on the county to protect them from the kind of high density development along their edges that causes crime to skyrocket overcrowding in schools and traffic clogged streets but instead of protecting us david sweet continues to fail us instead of working to strengthen the county s existing subdivision regulations sweet waves from parade cars while overcrowding eats away at our quality of life instead of standing strong and enforcing the county s existing 1 house 1 5 acre septic standards sweet passes out plat approvals and lets developers build sewer plants when all he would have to do to object is respond to a simple email sweet stays silent and fails us again we are in a downward spiral and when the dust settles we will be over developed with an inadequate infrastructure and smelly sewer plants scattered throughout the county the time to fight is now and sweet is no fighter it is past time to put him out to pasture and bring in someone willing to do the work waving in parades is nice but it is no substitute for real leadership and real leadership is what rockwall county needs to stop the development train in its tracks,Kerri Kristin New,facebook,"borders,public safety","immigration,safety",
362,vote debbie nash king 4 mayor of killeen,Debbie Nash-King,facebook,no words,no topic,
363,electing hispanic republicans across texas,Hispanic Republicans of Texas ,facebook,no words,no topic,
364,marijuana arrests have created vast racial disparities in our criminal justice system generated an unnecessary burden on texas taxpayers and diverted law enforcement officers time and attention away from violent crime legalizing marijuana is a matter of racial and economic justice will you chip in 4 20 or more to help defeat greg abbott and finally elect a governor who is committed to legalizing marijuana in texas,Beto for Texas,facebook,"law,violent crime,taxpayers,officers,criminal,criminal justice,enforcement officers,racial,chip in,criminal justice system,marijuana,economic","donation,economic,governance,safety,social and cultural",
365,if you want a governor who will legalize marijuana in texas donate 4 20 right now,Beto for Texas,facebook,"donate,marijuana","donation,safety",
366,marijuana is still illegal in texas and people across the state are stuck behind bars for a substance that s legal in 37 states across the country white black and brown people use it at similar rates but black people are 2 6 times more likely to be arrested for possession legalizing weed is a matter of social racial and economic justice and when i m governor we will legalize marijuana across the state if you re with me make a donation to my campaign right now,Beto for Texas,facebook,"black,donation,racial,marijuana,economic","donation,economic,safety,social and cultural",
367,huge news new polling shows beto o rourke is gaining momentum and within the margin of error against greg abbott we can flip texas blue this november but we need your grassroots support to do it pitch in now to help elect texas democrats up and down the ballot,Texas Democratic Party,facebook,no words,no topic,
368,midland over moscow we must put america first we need to take the hard work of our permian energy producers and use it to strengthen our free market loving partners show your support at www midlandovermoscow com,AUGUST PFLUGER FOR CONGRESS,facebook,no words,no topic,
369,i m proud to be endorsed by our local first responders a huge thank you to these brave men and women for everything they do for our community your support means the world to me,ELISA CHAN CAMPAIGN,facebook,no words,no topic,
370,act now dallas is the only major city in texas without an ordinance prohibiting the sale of puppy mill puppies in pet stores and public records show the city s one puppy store imports thousands of puppies from massive inhumane midwest mills please urge your dallas city council member to support the humane pet store ordinance let your council member know you live in their district and would like them to support the humane pet store ordinance to stop the sale of puppy mill puppies in pet stores look up their number and email address enter your address and scroll down to the bottom of the page to find your dallas council member,"HUMANE SOCIETY OF THE UNITED STATES, THE",facebook,no words,no topic,
371,pride corpus christi would like to welcome roger montelongo to our board of directors roger montelongo is a seasoned urban designer and city planner for the city of corpus christi with national and international experience as a community leader his mission is to promote diversity and inclusivity throughout the city for the lgbtq community in addition he is keen on advocating for the visibility of the lgbtq community to encourage hope for those in need of support please join us in welcoming roger to the team and watch our social media for another new board member announcement and event tickets sales next week,"The Mosaic Project of South Texas, Inc.",facebook,no words,no topic,
372,urgent update we must secure the border now border patrol encountered 178 840 unauthorized migrants at the southern border in december 2021 alone there were over two million illegal immigrant encounters in 2021 in texas the highest number of illegal immigrant encounters occurred in the rio grande valley sector with 137 239 alone this past december this is unacceptable to me joe biden and the democrats have failed in their duty to secure and protect our border,TED CRUZ FOR SENATE,facebook,"border,secure the border,illegal immigrant",immigration,
373,we knew it would come to this politicians saw what happened in texas and now want to spread these dangerous abortion bans nationwide it s all part of an agenda to dismantle our reproductive rights and access the time to fight is now will you stand with us,Planned Parenthood Action Fund,facebook,"abortion bans,reproductive rights,abortion","health,social and cultural",
374,florida s republican led senate passed a bill that eliminates a special taxing district that allows walt disney co to govern the land where its theme park is located shapiro reacts,The Daily Wire,facebook,taxing,economic,
375,peña quintana pllc provide experienced immigration family and criminal law representation call our san antonio texas office at 210 996 2664,"Pena & Quintana, PLLC",facebook,"law,immigration,criminal","governance,immigration,safety",
376,thousands of texas taxpayers have already signed our petition to end propertytax in texas we believe it is immoral to ask homeowners to pay perpetual rent to the government and there are superior ways of funding basic government services do you agree sign the petition now,Texans for Fiscal Responsibility,facebook,taxpayers,economic,
377,we head back to the polls on may 24 to choose our representative in the state house we should do that based on the facts not ben bius fake news i m a pro life pro gun texas aggie and rancher who knows how to win real conservative victories for house district 12,Kyle Kacal Campaign,facebook,"gun,pro life","safety,social and cultural",
378,proud to be endorsed by republican pat hardy she fights every day for our conservative values,Laura Hill for Texas,facebook,no words,no topic,
379,big announcement on occasion there are moments in life that feel like god is saying yes you are on the right path today when i received word this endorsement was coming later today i looked over at joe and had that moment this endorsement from the fort worth police officers association means everything to me my record is clear i have spent over 20 years in public service and have always fought for our police fire and emergency response teams once in austin i will show the same commitment and will fight anyone who dares approach me with legislation that even sniffs of defunding the police reducing their staff or taking away their resources every day these brave men and women get up and put on their badge and in doing so they put their life on the line for each of us hd 93 will always backtheblue txlege hd93 experiencematters fort worth police department fort worth republican women cowtown republican women metroplex republican women tarrant county republican party life pac texas federation of republican women,Laura Hill for Texas,facebook,"police officers,police department,police,officers",safety,
380,honored to be endorsed by mona bailey mona has set the standard for hard working republican women in tarrant county she has been a mentor to so many and a fighter for our conservative values a woman i greatly admire www laurahillfortexas com join us earnit workinghardeveryday hd93 republicanrunoff txlege campaign texashousedistrict93,Laura Hill for Texas,facebook,no words,no topic,
381,honored to have the endorsement of sharen wilson the first woman to serve as criminal district attorney in tarrant county a friend and mentor,Laura Hill for Texas,facebook,criminal,safety,
