,text,advertiser_name,platform,words,m_label
232,electric vehicles are for everybody and the ev equity program is making it much easier to switch www evequity org valleyevs oneev,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"electric vehicles,ev equity program","economic,environment"
233,un vehículo eléctrico está a su alcance puede ser elegible para recibir más de 13 000 en asistencia para cambiarse a un ev www evequity org valleyevs oneev,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
234,save on oil changes brake maintenance and other costly car care by switching to an electric vehicle and have we mentioned we can connect you with down payment assistance valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"electric vehicle,save on","economic,environment"
235,sabía que el costo de mantenimiento de un vehículo eléctrico es menor que el de los vehículos de gasolina un vehículo eléctrico nuevo significa nuevos ahorros de costos y podemos ayudarle a lograrlo valleyevs oneev www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
236,listo para el aire limpio ahora es el momento de hacer el cambio a un vehículo limpio podemos ayudarle a hacerlo realidad en cada paso del camino visite www evequity org para obtener más información sobre asistencia para el pago inicial reembolsos y créditos fiscales hoy cleanairtogether valleyevs,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
237,en el valle la contaminación nos está reteniendo aceleremos juntos hacia un aire más limpio cambiar a un vehículo limpio nunca ha sido tan fácil y podemos ayudarle visite www evequity org para obtener más información cleanairtogether valleyevs,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
238,california gas prices are out of control leave them behind with an all electric vehicle you can charge at home or wherever you go get plugged into the ev equity program for a new set of wheels oneev valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"electric vehicle,ev equity program,gas prices","economic,environment"
239,cansado de los precios de gasolina que suben y bajan déjelos en el espejo retrovisor con un vehículo eléctrico a través del programa de equidad de evs estamos ayudando a los residentes del valle a comprar vehículos eléctricos obtenga más información para ver si es elegible www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
240,ahorre en cambios de aceite mantenimiento de frenos y otros cuidados costosos del automóvil al cambiarse a un vehículo eléctrico y hemos mencionado que podemos conectarlo con asistencia para el pago inicial valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
241,an electric vehicle is well within your reach you may be eligible to receive over 13 000 in assistance to switch to an ev www evequity org valleyevs oneev,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,electric vehicle,environment
242,sick of rollercoaster gas prices leave them in the rearview mirror with an electric vehicle through the ev equity program we re helping valley residents afford electric vehicles learn more to see if you re eligible www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"electric vehicle,ev equity program,electric vehicles,gas prices","economic,environment"
243,los vehículos eléctricos son para todos y el programa de equidad de evs hace que sea mucho más fácil cambiarse a un ev www evequity org valleyevs oneev,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
244,ready for clean air now s the time to make the switch to a clean car we can help you make it happen every step of the way visit www evequity org to learn more about down payment assistance rebates and tax credits today cleanairtogether valleyevs,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"tax,clean air","economic,environment"
245,in the valley pollution is holding us back let s accelerate toward cleaner air together shifting to a clean car has never been easier and we can help visit www evequity org to learn more cleanairtogether valleyevs,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"cleaner air,pollution",environment
246,los precios de la gasolina en california están fuera de control déjelos atrás con un vehículo totalmente eléctrico que puede cargar en casa o dondequiera que vaya conéctese al programa de equidad de evs para ayuda en obtener un nuevo ev oneev valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,no words,no topic
247,did you know that the cost of maintaining an electric vehicle is lower than gasoline powered vehicles a new electric car means new cost savings and we can help get you there valleyevs oneev www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook,"electric vehicle,savings","economic,environment"
248,as your next state senator i will work hard to tackle our toughest issues and preserve the unique characteristics that make up our beautiful community i will work to reduce homelessness lower crime rates and make california a place where small businesses can thrive,Roger Niello for Senate 2022,facebook,"homelessness,small businesses","economic,safety"
249,we are seeing high rates of homelessness increasing crime and an abysmal climate for small business owners we need leaders who are willing to put politics aside and do the hard work of crafting solutions that improve life for california s working families,Roger Niello for Senate 2022,facebook,"homelessness,climate,small business","economic,environment,safety"
250,olga will share what it was like to grow up under the ussr in ukraine while providing perspective of current living conditions of family and friends in current war torn ukraine dr alison thompson provides medical care to the injured and while evacuating children and injured women from ukraine how to provide assistance to the growing humanitarian crisis caused by the war in ukraine miami ukraine thatscommunity florida usa to find out what s going on in your community go to www communitynewspapers com,Miami's Community Newspapers,facebook,"living conditions,ukraine","foreign policy,social programs"
251,crpa has been leading a major second amendment fight at the supreme court will you join us,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,facebook,supreme court,governance
252,as a military historian dr randall randy kaufman will provide an analytical perspective of strategy and short and long term objectives of russia and its military in ukraine miami ukraine russia florida military usa to find out what s going on in miamidadecounty go to www communitynewspapers com,Miami's Community Newspapers,facebook,ukraine,foreign policy
253,the molinacares accord california equity accessibility initiative supports community organizations to advance health equity,The MolinaCares Accord,facebook,health,health
254,we hope you will join us in wishing our regulatory affairs director veronica pardo a very happy birthday we love and appreciate you,Resource Recovery Coalition of California,facebook,no words,no topic
255,happy earthday cd 11,Traci Park for City Council 2022,facebook,earthday,environment
256,let s celebrate earth day with some simple tips say no to single use plastic we are with stowitdontthrowit californiacoast,,facebook,no words,no topic
257,happy earthday everyone the time to act is now,Diane Papan for Assembly 2022,facebook,earthday,environment
258,assemblywoman suzette valladares is an educator and small businesswoman who was elected to the state assembly in 2020 suzette is working to make california more affordable she recently voted to reduce gas prices and enhance public safety she s earned a reputation of delivering results for the people of the santa clarita and san fernando valleys suzette is supported by republican democratic and independent leaders,Suzette Martinez Valladares for Assembly 2022,facebook,"public safety,gas prices","environment,safety"
259,there aren t enough california healthcare workers to properly and safely care for patients and the problem is getting worse what can be done a 25 minimum wage will attract and support healthcare workers paid for by fppc id 991800 bit ly minwage25,SEIU United Healthcare Workers West Local 2005,facebook,"healthcare,workers","economic,health"
260,there aren t enough california healthcare workers to properly and safely care for patients and the problem is getting worse what can be done a 25 minimum wage will attract and support healthcare workers who funded this ad bit ly minwage25,SEIU United Healthcare Workers West Local 2005,facebook,"healthcare,workers","economic,health"
261,florida s republican led senate passed a bill that eliminates a special taxing district that allows walt disney co to govern the land where its theme park is located shapiro reacts,The Daily Wire,facebook,taxing,economic
262,exciting news i am thrilled to announce that we have a special film screening happening at bethel church twin view on april 28th we will be watching the award winning documentary tending clouds which tells the extraordinary story of the victorious overcomer and trafficking survivor reaksmey haas when reaksmey was eight years old she was sold by her mother to an american pedophile she was later rescued and brought into the care of agape international missions despite enduring horrific trauma she and several other minors dared to testify against their abuser in a historic trial that resulted in a 210 year prison sentence now a young adult reaksmey has started her own business and is working in cambodia to free girls from the very bondage she endured while rebuilding her life she once again has to testify against her abuser in a retrial during the height of the covid 19 pandemic tending clouds tenderly tells the story of a woman of great courage who refuses to allow tragedy to define her we will be joined by northern california anti trafficking coalition agape international missions justice collective and terina dutton of yasha global home and one heart global this is a night to gather as a community to discover our part in fighting this evil mark your calendars for april 28th the film starts at 7 00 and the doors will open shortly beforehand more details in the coming days please invite all your friends link for trailer in my bio,,facebook,"screening,covid,prison,pandemic,covid 19,cambodia","covid,foreign policy,safety"
263,can we reverse the effects of climate change,,facebook,"climate change,climate",environment
264,how does the ozone layer protect us,,facebook,"ozone layer,ozone",environment
265,thanks to the generosity of our community garden pathways high tea is sold out we still welcome your donations thank you all for your support of mentoring and education special thanks to our diamond event sponsors arredondo ventures inc and dignity health platinum sponsors california resources corporation centric health tri counties bank mary trichell and valley strong credit union,Karen Ka Lian Goh,facebook,"corporation,health,education","economic,education,health"
266,search for athletic shoes for women discover great online opportunities find results with our choices,,facebook,no words,no topic
267,we re here to stand for vulnerable american muslims to keep their jobs travel take care of their families and simply practice islam join the movement donate today,,facebook,"jobs,donate,american muslims,muslims,islam","donation,economic,foreign policy,social and cultural"
268,major endorsement calling him a serious candidate for california s very serious problems the howard jarvis taxpayers association hjta political action committee pac today announced it has endorsed michael shellenberger for governor michael shellenberger recognizes that not only are taxes too high but californians are not getting a return on investment for their tax dollars said hjta president jon coupal this is huge we are building momentum join the team today,SHELLENBERGER FOR GOVERNOR 2022,facebook,"taxpayers,tax,taxes",economic
269,there is a future where wildlife doesn t have to compete with cars to cross the road join us for an earthday 4 22 livestream 10am to celebrate the groundbreaking of the largest wildlife crossing in the world the wallis annenberg wildlife crossing tnc s cara lacey will be speaking alongside esteemed guests 2futures1choice watch here 107745931913700 wallis annenberg wildlife crossing 100064906560760 national wildlife federation 100044597852035 p22 mountain lion of hollywood,NATURE CONSERVANCY,facebook,"wildlife,earthday",environment
270,as a longtime trainer of peace officers and police acadmey instructor i am excited to announce that i have received the endorsement by unanimous vote of one of california s best training and law enforcement advocacy organizations california narcotics officers association cnoa cnoa has membership in virtually every law enforcement agency in california with a primary mission to provide training review legislation public education and they are part of the national narcotic coalition thank you cnoa sheriffortiz2022 acopscop cnoa lawenforcementtraining lawenforcementsupport lawenforcementexperience siendo un instructor de ofíciales e instructor de la academia de policia me da gusto anunciar que he recibido el apoyo de la organización california narcotics officers association cnoa por un voto unánime cnoa tiene miembros en casi todas las agencias de policia en california y su misión es proveer entrenamiento a oficiales revisar leyes y propuestas educación publica y es parte de una coalición nacional gracias cnoa aguacilortiz2022 entrenamientodeoficiales experiencia,Oscar Ortiz for Sheriff 2022,facebook,"officers,public education,law,police,education","education,governance,safety"
271,new from open vallejo vallejo police officers are supposed to get written permission before launching surveillance drones when the department could produce no evidence it had complied with the rule command staff decided they would change it,Informed California Foundation,facebook,"drones,officers,police,police officers","foreign policy,safety"
272,candidate forums are intended to provide the public with an opportunity to learn about the candidates and their views on the issues that are important in our community questions for the candidates may be submitted up until two days before the scheduled date of a forum by emailing lwvbutte gmail com due to time constraints and the number of candidates not all questions may be asked questions should be on the issues and applicable to all candidates no personal attacks or biased questions will be accepted for additional information about candidates and ballot measures please go to these forums will be held virtually via zoom recordings will be made available for viewing following each forum on the lwvbc website the link below is for watching the candidate forum live april 27 2022 at 7pm lwv butte county board of supervisors d2 and d3 forum webinar id 894 0965 3747 or iphone one tap us 16699006833 82760668317 or 13462487799 82760668317 for more information contact lwvbc at 530 895 8683 or by email at lwvbutte gmail com or go to the league website at,Jane Frances Heinen Wanderer,facebook,no words,no topic
273,climate change is here and california is at a crossroads we can take action or we can let life in our state become unbearable we ve got a plan to build a climate resilient state but we need your help make it happen partner with us to choose a better future 2futures1choice,NATURE CONSERVANCY,facebook,"climate change,climate",environment
274,learn about lgbtq rights education standards and racial justice on today s new episode of activista rise up joining me for this important discussion is melanie willingham jaggers executive director of glsen glsen works to ensure that lgbtqia students are able to learn and grow in a school environment free from bullying and harassment for more information on glsen or to get involved visit glsen org lgbtq lgbtqia lgbtrights gayrights isaygay inclusion diversity socialjustice economicjustice education lgbtqyouth lgbtqcommunity activist activism arupodcast activistariseuppodcast podcasting podcast newepisode podcastersofcolor podcasters activistariseup,Cristina A Pinzon,facebook,"school,education standards,environment,education,racial","education,environment,social and cultural,social programs"
275,megafires threaten communities ecosystems across our state but we have tools to stop these catastrophic fires before they start learn more about how tnc is fighting megafires with fire 2futures1choice,NATURE CONSERVANCY,facebook,"megafires,ecosystems",environment
276,this earth week we are celebrating the recent installation of new ev chargers in the city of la mesa city hall did you know that california surpassed 1 million electric vehicles on our roads last year electric vehicles can help reduce air pollution and greenhouse gas emissions compared to conventional vehicles learn more about these chargers and where to find them at,,facebook,"greenhouse,pollution,electric vehicles,gas emissions,emissions,greenhouse gas",environment
277,get excited for the ca poppy festival s arena events hosting the poppy festival at the av fair event center allows the addition of the arena events to the festival arena events require the purchase of additional tickets general admission is sold separately purchase them now at on friday motor mayhem let the dirt fly motor mayhem features four main events including autocross and the demolition derby on saturday rural olympics monster truck nitro tour on sunday rodeo and concert lancasterevents poppyfestival lancasterpoppyfestival avpoppyfestival californiapoppies destinationlancaster lancasterpoppyreserve avfair onlyintheav lancasterca,"LANCASTER, CITY OF",facebook,no words,no topic
278,under california law a landlord can only charge late fees in very limited circumstances many late fees charged by landlords may be illegal under california law if you rent from alliance residential avalon bay communities or essex property trust we would like to hear from you about your experience,Bursor & Fisher,facebook,"landlord,law,landlords","governance,social and cultural"
279,emil guillermo is emil amok e290 ageism masks diy public health atlanta shooter warriors wdaaat emil s takes on everything aaf asian american filipino and all aax s it s our micro talk show updates at www amok com,Emil Amok Guillermo,facebook,"masks,health","covid,health"
280,emil guillermo is emil amok e292 obama on disinformation catholics masked singer rahul gupta drug czar wdaaat emil s takes on everything aaf asian american filipino and all aax s it s our micro talk show updates at www amok com,Emil Amok Guillermo,facebook,no words,no topic
281,𝗖𝗢𝗠𝗠𝗨𝗡𝗜𝗧𝗬 𝗡𝗘𝗪𝗦 audrey simons our ceo will represent sfchc today for the groundbreaking of corazón del valle apartments on lanark street in panorama city the event will celebrate the start of construction for the twin complexes that will bring 180 units of much needed affordable and permanent supportive housing to the community corazón del valle the heart of the valley will pump new life into the heart of the san fernando valley by developing a sustainable high density housing complex focused on providing homes for households that have experienced homelessness and low income individuals like a single person earning 12 400 annually or a family of four earning less than 70 000 annually visit the website later on this week for photos of the event here sfchc your healthcare home since 1924 sanfernandochc has served the sfv community for almost 100 years in addition sfchc expanded its mission by providing healthcare for the homeless at harbor recuperative care center in mission hills ca for details on all services available for insured and uninsured individuals at our main location learn more at or call us today at 818 963 5690 to make an appointment 𝘈𝘱𝘳𝘪𝘭 21𝘴𝘵 𝘖𝘵𝘩𝘦𝘳𝘴 𝘪𝘯 𝘢𝘵𝘵𝘦𝘯𝘥𝘢𝘯𝘤𝘦 𝘴𝘱𝘦𝘢𝘬𝘪𝘯𝘨 𝘰𝘯 𝘣𝘦𝘩𝘢𝘭𝘧 𝘰𝘧 𝘨𝘰𝘷𝘦𝘳𝘯𝘮𝘦𝘯𝘵 𝘰𝘳 𝘤𝘰𝘮𝘮𝘶𝘯𝘪𝘵𝘺 𝘴𝘶𝘱𝘱𝘰𝘳𝘵 𝘪𝘯𝘤𝘭𝘶𝘥𝘦 nury martinez la city council president rachael simon housing homelessness deputy for la county district 3 supervisor sheila kuehl nancee robles executive director of the california tax credit allocation committee and california debt limit allocation committee emilio salas executive director of the los angeles county development authority reagan maechling vice president of acquisitions for enterprise and tim ryder president of the san fernando valley community mental health center homelessness homelessnessawareness homelessnessinamerica homelessnessprevention housingforall housingforall affordablehousing sanfernandovalley affordablehousing,SAN FERNANDO HOSPITAL,facebook,"tax,healthcare,enterprise,insured,health,homelessness,homeless","economic,health,safety,social programs"
282,perry s mother was an addict at age 12 perry got sick with some health issues so his mom started to inject him with heroin bakersfield homeless invisiblepeople,"INVISIBLE PEOPLE, A CALIFORNIA NONPROFIT CORPORATION",facebook,"health,heroin,homeless","economic,health,safety"
283,crpa is fighting for the second amendment at the supreme court we just submitted some important briefs in duncan v bonta that could change everything will you join us,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,facebook,supreme court,governance
284,crpa is fighting back against gunmageddon at the supreme court and we need your support,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,facebook,supreme court,governance
285,earthweek spotlight last month we broke ground on our h2 hydrogen home the first in the u s to be powered solely by clean electricity and hydrogen the home features solar panels a battery and electrolyzer to convert solar energy to hydrogen and a fuel cell to supply electricity for the home the home will function and feel just like a typical home but use reliable and clean energy 24 hours a day 7 days a week 365 days a year click to learn more about this innovative demonstration of renewable energy,Southern California Gas Company,facebook,"solar panels,fuel,solar energy,renewable energy,renewable",environment
286,we re delivering any active ca ballot initiative to your home for you to sign at your convenience just provide a location and time and we ll bring the papers to you to sign plus you can make a small donation just by leaving your signature but the funds won t just come from your own pocket boreal will make a small gift of 2 to an organization that is contributing to a social cause join the new revolution in citizen participation,Boreal Technology Inc,facebook,donation,donation
287,the los angeles food and beverage political action committee has voted to support traci park for los angeles city council district 11 and we look forward to working together to help create a favorable policy environment for the long restaurant recovery ahead lynne davidson l a food and beverage pac trustee,Traci Park for City Council 2022,facebook,environment,environment
288,we re excited to announce our intention to purchase atkins place this vital forested buffer and wildlife corridor is near montgomery woods state natural reserve donate today to help us secure the purchase of this hidden gem and move toward the goal of restoring california s north coast redwood forests to their old growth grandeur,Save The Redwoods League,facebook,"atkins place,donate,wildlife","donation,environment"
289,help protect atkins place,Save The Redwoods League,facebook,atkins place,environment
